,Nombre,Apodo,País,Año inicio,Año fin,Víctimas probadas,Víctimas estimadas,Delito principal,Forma de matar,Víctimas
925,"Hoch, Johann Otto",The Stockyard Bluebeard,United,1890,1905,1,50+,Otros,Asesinato,desconocidos
926,"Hohenberger, Robert",,United,1978,Unknown,0,5,Otros,Asesinato,menores
927,"Holman, Richard",,United,1978,1979,4,9+,Otros,Asesinato,desconocidos
928,"Holmes, H. H.",,United,1891,1894,9,27+,Otros,Asesinato,desconocidos
929,"Hooker, John Michael",,United,1971,1988,3,3,Otros,Apuñalamiento,mujeres
930,"Honken, Dustin Lee",,United,1993,Unknown,5,5,Otros,Asesinato,menores
931,"Hopewell, Raymont",,United,1999,2005,5,5,Otros,Asesinato,desconocidos
932,"Hopkins, John W.",The Mohawk Ripper,United,1972,1978,3,3+,Violación,Apuñalamiento,no clasificado
933,"Howell, William Devin",,United,2003,Unknown,7,7,Otros,Asesinato,personas_vulnerables
934,"Hoyt, Waneta",,United,1965,1971,5,5,Otros,Asesinato,menores
935,"Hughes, Mervin Ray",The Serial Shooter,United,1986,1999,3,4+,Otros,Disparo,personas_vulnerables
936,"Hughes, Michael",,United,1986,1993,7,7+,Otros,Asesinato,desconocidos
937,"Hughes, Philip Joseph",,United,1972,1975,3,3+,Otros,Asesinato,hombres
938,"Hunter, Bert Leroy",,United,1968,1988,3,3,Otros,Asesinato,hombres
939,"Hunter, Richard Louis",,United,1986,Unknown,4,4,Violación,Estrangulamiento,hombres
940,"Huntsman, Megan",,United,1996,2006,6,6,Otros,Estrangulamiento,menores
941,"Hyatt, Terry",,United,1979,1987,3,3+,Violación,Asesinato,hombres
942,"Ingle, Phillip Lee",,United,1991,Unknown,4,4,Otros,Asesinato,desconocidos
943,"Irvin, Leslie",,United,1954,1955,6,6+,Otros,Asesinato,desconocidos
944,"Irvin, Marvin",,United,1979,1990,3,3,Otros,Asesinato,hombres
945,"Jablonski, Phillip Carl",,United,1978,1991,5,5,Otros,Asesinato,hombres
946,"Jackson, Calvin",,United,1973,1974,9,9,Otros,Asesinato,hombres
947,"Jackson, Charles",,United,1975,1982,8,8+,Otros,Asesinato,desconocidos
948,"Jackson, Homer",,United,1983,1993,4,4+,Violación,Estrangulamiento,prostitutas
949,"Jackson, Ray",Gillham Park Strangler,United,1989,1990,6,6,Otros,Estrangulamiento,prostitutas
950,"Jackson, Vickie Dawn",,United,2000,2001,10,10+,Otros,Veneno,personas_vulnerables
951,"Jackson, William Perry",,United,1980,Unknown,5,5,Otros,Asesinato,personas_vulnerables
952,"Jennings, Desmond Domnique",,United,1993,Unknown,5,20,Otros,Asesinato,personas_vulnerables
953,"Jennings, Wilbur Lee",The Ditchbank Killer,United,1981,1984,6,6+,Violación,Asesinato,hombres
954,"Jesperson, Keith Hunter",The Happy Face Killer,United,1990,1995,8,8+,Otros,Asesinato,desconocidos
955,"Johansen, William",,United,1933,1940,3,17,Otros,Asesinato,hombres
956,"Johnson, Alvin",,United,1972,1983,3,3,Otros,Asesinato,personas_vulnerables
957,"Johnson, Martha Ann",,United,1977,1982,3,4,Otros,Asesinato,menores
958,"Johnson, Matthew Steven",,United,2000,2001,3,5,Otros,Asesinato,hombres
959,"Johnson, Melvin",,United,1984,1988,4,4+,Otros,Asesinato,desconocidos
960,"Johnson, Michael",,United,2008,2010,4,4+,Otros,Asesinato,prostitutas
961,"Johnson, Milton",,United,1983,1984,10,10+,Otros,Asesinato,personas_vulnerables
962,"Johnson, Raymond Eugene",,United,1995,2007,3,3,Otros,Asesinato,desconocidos
963,"Johnson, Vincent",The Brooklyn Strangler,United,1999,2000,5,5,Otros,Estrangulamiento,prostitutas
964,"Jones, Andre Vernell",,United,1978,1979,5,8,Otros,Asesinato,personas_vulnerables
965,"Jones, Daniel O.",,United,1998,2001,4,4,Otros,Apuñalamiento,hombres
966,"Jones, Genene",,United,1977,1982,2,60+,Otros,Veneno,desconocidos
967,"Jones, George Lamar",,United,1972,1997,3,3+,Otros,Estrangulamiento,prostitutas
968,"Jones, Jack Harold",,United,1983,1995,3,3+,Otros,Veneno,hombres
969,"Jones, Syd",,United,1900s,1914,13,13,Otros,Asesinato,desconocidos
970,"Jones, Willie Ben",they had to be punished,United,1980,1990,3,4,Otros,Asesinato,prostitutas
971,"Joubert, John",The Nebraska Boy Snatcher,United,1982,1983,3,3,Otros,Asesinato,menores
972,"Joyner, Anthony",,United,1983,Unknown,6,18,Violación,Asesinato,hombres
973,"Junco, Francisco del",,United,1995,1996,4,4,Otros,Asesinato,prostitutas
974,"Kadamovas, Jurijus",,United,2001,2002,5,5,Secuestro,Asesinato,personas_vulnerables
975,"Kallinger, Joseph",,United,1974,1975,3,3,Otros,Asesinato,desconocidos
976,"Kaprat, Edwin",The Granny Killer,United,1991,1993,6,6,Otros,Asesinato,hombres
977,"Kearney, Patrick",The Trash Bag Killer,United,1965,1977,21,43,Otros,Asesinato,desconocidos
978,"Kee, Arohn",East-Harlem Rapist,United,1991,1998,3,3+,Violación,Asesinato,hombres
979,"Keith, Leroy",,United,1934,1956,3,3,Otros,Disparo,hombres
980,"Kelley, John William",,United,1986,1988,3,3,Violación,Asesinato,desconocidos
981,"Kelly, Alvin Andrew",,United,1984,Unknown,4,4,Otros,Asesinato,personas_vulnerables
982,Kelly Family,,United,1887,Unknown,11,12,Otros,Asesinato,hombres
983,"Kemper, Edmund",The Co-Ed Killer,United,1964,1973,10,10,Otros,Asesinato,mujeres
984,"Keyes, Israel",,United,1990s,2012,3,11+,Otros,Asesinato,personas_vulnerables
985,"Kibbe, Roger",The I-5 Strangler,United,1977,1987,8,8+,Otros,Estrangulamiento,hombres
986,"Kimball, Scott Lee",,United,2003,2004,4,5+,Otros,Asesinato,hombres
987,"Kimes, Sante",,United,1996,1998,2,3,Otros,Asesinato,desconocidos
988,"Kinne, Sharon",,United,1962,1964,3,3,Otros,Asesinato,desconocidos
989,"Kirkland, Anthony",,United,1987,2009,5,6,Otros,Asesinato,hombres
990,"Klimek, Tillie",,United,1914,1921,5,7,Otros,Veneno,desconocidos
991,"Knapp, Alfred",The Hamilton Strangler,United,1894,1902,5,5+,Otros,Estrangulamiento,desconocidos
992,"Knight, Thomas",,United,1974,1980,4,4,Otros,Asesinato,personas_vulnerables
993,"Knighton, Robert Wesley",,United,1973,1990,5,5,Otros,Asesinato,hombres
994,"Knorr, Theresa",,United,1984,1985,2,3,Otros,Asesinato,desconocidos
995,"Knotek, Michelle",,United,1994,2003,2,3,Tortura,Asesinato,desconocidos
996,"Knowles, Paul John",The Casanova Killer,United,1974,Unknown,18,35,Otros,Asesinato,desconocidos
997,"Koedatich, James",,United,1971,1982,4,4,Otros,Asesinato,hombres
998,"Kohlhepp, Todd",Superbike Murders,United,2003,2016,7,10+,Otros,Asesinato,desconocidos
999,"Kokoraleis, Andrew",The Ripper Crew,United,1981,1982,18,18,Culto satánico,Asesinato,desconocidos
1000,"Kokoraleis, Thomas",The Ripper Crew,United,1981,1982,18,18,Culto satánico,Asesinato,desconocidos
1001,"Kondro, Joseph",The Longview Serial Killer,United,1985,1996,2,3+,Secuestro,Asesinato,mujeres
1002,"Koster, Brent",,United,1972,Unknown,3,3,Otros,Asesinato,desconocidos
1003,"Kraft, Randy",The Scorecard Killer,United,1971,1983,16,67,Violación,Asesinato,hombres
1004,"Krajcir, Timothy",,United,1977,1982,9,9,Otros,Asesinato,hombres
1005,"Kudzinowski, Peter",,United,1924,1928,3,3,Otros,Asesinato,menores
1006,"Kunnecke, William",,United,1898,1903,1,3,Otros,Asesinato,desconocidos
1007,"LaBarre, Sheila",,United,2004,2006,2,4,Otros,Asesinato,desconocidos
1008,"Ladd, Robert Charles",,United,1978,1996,4,4,Otros,Asesinato,menores
1009,"Lagrone, Edward",,United,1976,1991,4,6,Otros,Asesinato,desconocidos
1010,"Lake, Leonard",The Operation Miranda Killers,United,1983,1985,11,25,Otros,Asesinato,desconocidos
1011,"LaLaurie, Delphine",,United,1834,Unknown,?,?,Tortura,Asesinato,desconocidos
1012,"Lane, Adam Leroy",The Highway Killer,United,2007,Unknown,2,2+,Otros,Apuñalamiento,hombres
1013,"LaRette, Anthony",,United,1976,1980,16,31,Violación,Apuñalamiento,hombres
1014,"Lassor, Raymond",,United,1984,Unknown,3,3,Otros,Asesinato,desconocidos
1015,"Laudenberg, Adolph",The Santa Strangler,United,1972,1975,4,6,Otros,Estrangulamiento,hombres
1016,"Lee, Derrick Todd",The Baton Rouge Serial Killer,United,1992,2003,7,7+,Otros,Asesinato,desconocidos
1017,"Lewingdon, Gary",The .22 Caliber Killers,United,1977,1978,10,10,Otros,Asesinato,desconocidos
1018,"Lewingdon, Thaddeus",The .22 Caliber Killers,United,1977,1978,9,9,Otros,Asesinato,desconocidos
1019,"Liberty, Robert",The Candlelight Killer,United,1966,1970,3,3,Otros,Asesinato,hombres
1020,"Lindahl, Bruce",,United,1974,1981,2,12+,Violación,Asesinato,desconocidos
1021,"Lindsey, William Darrell",,United,1988,1996,7,25,Otros,Asesinato,prostitutas
1022,"Lipscomb, Nathaniel",The Dawn Strangler,United,1958,1959,3,4,Violación,Estrangulamiento,hombres
1023,"Little, Jerry",,United,1985,1988,4,4,Violación,Estrangulamiento,hombres
1024,"Little, Samuel",The Choke-and-Stroke Killer,United,1970,2005,61,93+,Otros,Asesinato,hombres
1025,"Lockett, Will",,United,1912,1920,4,4,Otros,Asesinato,desconocidos
1026,"Lockhart, Michael Lee",,United,1987,1988,4,6+,Otros,Asesinato,desconocidos
1027,"Long, Bobby Joe",The Classified Ad Rapist,United,1984,Unknown,10,10+,Violación,Asesinato,desconocidos
1028,"Long, Neal",The Shotgun Slayer,United,1972,1975,4,7+,Otros,Disparo,personas_vulnerables
1029,"Lucas, Henry Lee",,United,1960,1983,3,200+,Otros,Asesinato,desconocidos
1030,"Lunz, Christopher",,United,2003,2009,3,20,Otros,Asesinato,hombres
1031,"Lyles, Anjette",,United,1952,1958,4,4,Otros,Veneno,desconocidos
1032,"Lynch, Franklin",The Day Stalker,United,1987,Unknown,3,13,Otros,Asesinato,hombres
1033,"Madison, Michael",,United,2012,2013,3,3+,Otros,Asesinato,hombres
1034,"Mailhot, Jeffrey",The Rhode Island Ripper,United,2003,2004,3,3,Otros,Asesinato,prostitutas
1035,"Majors, Orville Lynn",,United,1993,1995,6,130,Otros,Asesinato,personas_vulnerables
1036,"Malone, Kelvin Shelby",,United,1981,Unknown,4,5+,Otros,Asesinato,personas_vulnerables
1037,"Malveaux, John Peter",,United,1997,Unknown,4,5,Violación,Estrangulamiento,hombres
1038,"Malvo, Lee Boyd",,United,2002,Unknown,7,17,Otros,Asesinato,desconocidos
1039,"Mansfield, Billy",,United,1975,1980,5,5+,Otros,Asesinato,mujeres
1040,"Marcelin, Harvey",,United,1963,2022,3,3,Otros,Asesinato,hombres
1041,"Marquette, Richard Laurence",,United,1961,1975,3,3,Otros,Asesinato,desconocidos
1042,"Martin, Deangelo Kenneth",,United,2018,2019,4,6,Violación,Asesinato,hombres
1043,"Martin, James David",,United,1989,2005,3,3,Otros,Estrangulamiento,desconocidos
1044,"Martin, Lee Roy",The Gaffney Strangler,United,1967,1968,4,4,Otros,Apuñalamiento,mujeres
1045,"Martin, Rhonda Belle",,United,1926,1951,6,6,Otros,Veneno,hombres
1046,"Martinez, Jose Manuel",,United,1978,2013,12,36,Otros,Asesinato,hombres
1047,"Masini, Frank",,United,1991,1992,4,4,Otros,Asesinato,hombres
1048,"Mason, David",,United,1980,1982,5,6,Otros,Asesinato,desconocidos
1049,"Mason, Samuel",,United,1797,1803,20,20+,Otros,Asesinato,desconocidos
1050,"Matthew, Jesse",,United,2009,2014,2,7,Violación,Asesinato,hombres
1051,"Matthews, Eric",,United,1994,1998,4,4,Violación,Asesinato,desconocidos
1052,"Maupin, Thomas",,United,1988,2001,3,3,Otros,Asesinato,hombres
1053,"Maury, Robert",The Tipster Killer,United,1985,1987,3,3+,Otros,Asesinato,hombres
1054,"Maust, David Edward",,United,1974,2003,5,5,Otros,Asesinato,menores
1055,"Mayrand, Edward",,United,1983,1994,3,3,Otros,Estrangulamiento,hombres
1056,"Mays, Reta",,United,2017,2018,7,8+,Otros,Asesinato,desconocidos
1057,"McCoy, Stephen",,United,1980,1981,3,3,Otros,Asesinato,personas_vulnerables
1058,"McCray, Jeremiah",,United,1956,1958,5,5,Otros,Asesinato,personas_vulnerables
1059,"McDuff, Kenneth",The Broomstick Killer,United,1966,1992,9,14+,Otros,Asesinato,desconocidos
1060,"McFadden, Jerry Walter",The Animal,United,1973,1986,4,4,Otros,Asesinato,desconocidos
1061,"McGhee, Timothy",The Monster of Atwater,United,1997,2001,3,12,Otros,Asesinato,desconocidos
1062,"McGregor, Edward George",,United,1990,2006,4,4,Violación,Apuñalamiento,hombres
1063,"McKnight, Anthony",,United,1985,Unknown,5,5,Violación,Asesinato,mujeres
1064,"McKnight, Gregory",,United,1992,2000,3,3,Otros,Asesinato,personas_vulnerables
1065,"McWatters, Eugene",The Salerno Strangler,United,2004,Unknown,3,3,Otros,Estrangulamiento,hombres
1066,"Meirhofer, David",,United,1967,1974,4,4,Otros,Asesinato,desconocidos
1067,"Melanson, Roy",,United,1974,1988,3,5+,Violación,Asesinato,hombres
1068,"Metheny, Joe",,United,1976,1996,5,10,Violación,Asesinato,hombres
1069,"Mikhel, Iouri",,United,2001,2002,5,5,Secuestro,Asesinato,personas_vulnerables
1070,"Miller, Donald Gene",,United,1977,1978,4,4,Violación,Asesinato,hombres
1071,"Miller, Joseph Daniel",,United,1986,1990,5,5+,Violación,Estrangulamiento,hombres
1072,"Miller, Joseph Robert",,United,1976,1993,6,6+,Otros,Asesinato,prostitutas
1073,"Mills, Lawrence Paul",,United,2017,Unknown,3,4,Otros,Asesinato,prostitutas
1074,"Moore, Henry Lee",,United,1911,1912,2,25,Otros,Asesinato,mujeres
1075,"Moore, Manuel",The Death Angels,United,1973,1974,15,73+,Otros,Asesinato,desconocidos
1076,"Morin, Stephen",,United,1969,1981,4,48,Otros,Asesinato,desconocidos
1077,"Morris, Cory",The Crackhead Killer,United,2002,2003,5,5+,Otros,Asesinato,prostitutas
1078,"Mors, Frederick",,United,1914,1915,8,8,Otros,Veneno,personas_vulnerables
1079,"Morse, Hugh",,United,1959,1961,4,4+,Otros,Asesinato,hombres
1080,"Morton, David Bruce",,United,1983,1990,3,3+,Otros,Asesinato,hombres
1081,"Moseley, Winston",,United,1963,1964,3,3,Otros,Asesinato,hombres
1082,"Mosley, Eddie",,United,1973,1987,8,16+,Violación,Asesinato,mujeres
1083,"Muhammad, John Allen",,United,2002,Unknown,7,17,Otros,Asesinato,desconocidos
1084,"Mullin, Herbert",,United,1972,1973,11,13,Otros,Asesinato,desconocidos
1085,"Mullins, Michael",,United,1999,2012,3,3,Otros,Asesinato,hombres
1086,"Murphy, Donald",,United,1979,1980,2,6+,Otros,Asesinato,hombres
1087,"Nance, Wayne",The Missoula Mauler,United,1974,1986,0,5+,Otros,Asesinato,desconocidos
1088,"Nardello, Antonio",,United,1884,1885,3,3,Otros,Asesinato,desconocidos
1089,"Naso, Joseph",,United,1977,1994,6,10,Otros,Asesinato,hombres
1090,"Neelley, Alvin",,United,1982,Unknown,2,2,Otros,Asesinato,desconocidos
1091,"Neelley, Judith",,United,1982,Unknown,2,2,Otros,Asesinato,desconocidos
1092,"Nelson, Earle",The Gorilla Man,United,1926,1927,22,22+,Otros,Asesinato,hombres
1093,"Nemechek, Francis",,United,1974,1976,5,5,Violación,Asesinato,hombres
1094,"Newman, Allan Patterson",,United,1991,1992,4,4,Otros,Asesinato,personas_vulnerables
1095,"Ng, Charles",The Operation Miranda Killers,United,1983,1985,11,25,Otros,Asesinato,desconocidos
1096,"Nissensohn, Joseph",,United,1981,1989,4,4+,Violación,Asesinato,menores
1097,"Nixon, Robert",Brick Moron,United,1937,1938,3,5,Otros,Asesinato,desconocidos
1098,"Noe, Marie",,United,1949,1968,8,8,Otros,Asesinato,menores
1099,"Normore, Mario",,United,2017,Unknown,4,4,Otros,Asesinato,hombres
1100,"Norris, Roy",Tool Box Killers,United,1979,Unknown,5,5,Otros,Asesinato,desconocidos
1101,"Northcott, Gordon Stewart",,United,1926,1928,3,20,Otros,Asesinato,menores
1102,"Ocampo, Itzcoatl",,United,2011,2012,6,6,Otros,Asesinato,personas_vulnerables
1103,"O'Dell, Diane",,United,1982,1985,3,4,Otros,Asesinato,hombres
1104,"Ortiz, Juan David",,United,2018,Unknown,4,4,Otros,Disparo,hombres
1105,"Pace, Lyndon Fitzgerald",,United,1988,1989,4,5,Otros,Asesinato,hombres
1106,"Page, Ivan",,United,1998,2001,3,3,Otros,Asesinato,prostitutas
1107,"Panzram, Carl",,United,1920,1929,5,22,Violación,Asesinato,desconocidos
1108,"Pardo, Manuel",,United,1986,Unknown,9,9,Otros,Asesinato,desconocidos
1109,"Parker, Gerald",The Bedroom Basher,United,1978,1978,6,6,Violación,Asesinato,hombres
1110,"Paster, James",,United,1980,1981,3,5,Otros,Asesinato,personas_vulnerables
1111,"Patton, Carl",,United,1973,1977,5,5,Otros,Asesinato,desconocidos
1112,"Peete, Louise",,United,1913,1944,3,3+,Otros,Asesinato,hombres
1113,"Pennell, Steven Brian",The Route 40 Killer,United,1987,1988,2,5,Secuestro,Asesinato,hombres
1114,"Perkins, Reginald",,United,1980,2000,3,6,Otros,Asesinato,mujeres
1115,"Perry, Donna",,United,1990,Unknown,3,3+,Otros,Asesinato,desconocidos
1116,"Peterson, Christopher",The Shotgun Killer,United,1990,Unknown,4,7,Otros,Disparo,desconocidos
1117,"Pierce, William",,United,1970,1971,9,9+,Otros,Asesinato,personas_vulnerables
1118,"Piper, Thomas W.",The Boston Belfry Murderer,United,1873,1875,2,2+,Pirómano,Asesinato,hombres
1119,"Player, Michael",The Skid Row Slayer,United,1986,Unknown,10,10,Otros,Asesinato,personas_vulnerables
1120,"Pomeroy, Jesse",The Boy Torturer,United,1874,Unknown,2,9,Tortura,Asesinato,menores
1121,"Pough, James Edward",,United,1971,1990,12,12,Otros,Asesinato,desconocidos
1122,"Powers, Harry",The West Virginia Bluebeard,United,1931,Unknown,5,5+,Otros,Asesinato,hombres
1123,"Presley, Aeman",,United,2014,Unknown,4,4,Otros,Disparo,personas_vulnerables
1124,"Price, Craig",,United,1987,1989,4,4,Otros,Asesinato,desconocidos
1125,"Price, Larme",Thrill Killer,United,2003,Unknown,4,4,Otros,Asesinato,desconocidos
1126,"Priest, Martin",,United,1980,1985,2,5,Otros,Asesinato,hombres
1127,"Prieto, Alfredo",,United,1988,1990,9,9,Violación,Asesinato,hombres
1128,"Prince Jr., Cleophus",The Clairemont Killer,United,1990,Unknown,6,6,Violación,Asesinato,hombres
1129,"Pruett, Marion Albert",,United,1981,Unknown,5,5,Otros,Asesinato,desconocidos
1130,"Pruitt, Pleasant",,United,1888,1902,3,3,Otros,Asesinato,desconocidos
1131,"Puente, Dorothea",,United,1982,1988,9,15,Otros,Asesinato,hombres
1132,Queho,,United,1909?-1919,Unknown,13,23,Otros,Asesinato,desconocidos
1133,"Rader, Dennis",The BTK Killer,United,1974,1991,10,10,Otros,Asesinato,desconocidos
1134,"Ralston, Larry",,United,1975,1977,4,5+,Secuestro,Asesinato,mujeres
1135,"Ramirez, Richard",The Night Stalker,United,1984,1985,15,15,Otros,Asesinato,desconocidos
1136,"Ranes, Danny",,United,1972,Unknown,4,4,Violación,Asesinato,hombres
1137,"Ranes, Larry",,United,1964,Unknown,1,5,Otros,Asesinato,hombres
1138,"Rardon, Gary",,United,1962,1974,4,4,Otros,Asesinato,hombres
1139,"Rasmussen, Terry Peder",The Chameleon Killer,United,1978,2002,6,6+,Otros,Asesinato,desconocidos
1140,"Ray, Clifton",,United,1987,1994,3,6+,Otros,Asesinato,hombres
1141,"Red Dog, James Allen",,United,1973,1991,5,5,Otros,Asesinato,personas_vulnerables
1142,"Reece, William Lewis",,United,1997,Unknown,4,4+,Violación,Asesinato,mujeres
1143,"Reed, Todd Alan",The Forest Park Killer,United,1999,Unknown,3,5,Violación,Estrangulamiento,hombres
1144,"Rees, Melvin",The Sex Beast,United,1957,1959,5,9+,Otros,Asesinato,desconocidos
1145,"Reeves, Jack",,United,1967,1994,4,4,Otros,Asesinato,hombres
1146,"Reid, Billy Edwin",The Denver Prostitute Killer,United,1989,Unknown,2,2+,Otros,Asesinato,prostitutas
1147,"Reid, Paul Dennis",The Fast Food Killer,United,1997,Unknown,7,7,Otros,Asesinato,desconocidos
1148,"Rembert, Robert",,United,1997,2015,5,5+,Otros,Asesinato,personas_vulnerables
1149,"Reséndiz, Ángel Maturino",The Railroad/Railway/Railcar Killer,United,1986,1999,10,16,Tortura,Asesinato,hombres
1150,"Respus, Asbury",,United,1900s,1931,2,8+,Otros,Asesinato,hombres
1151,"Rhoades, Paul Ezra",,United,1987,Unknown,3,7+,Otros,Asesinato,desconocidos
1152,"Rhoades, Robert Ben",The Truck Stop Killer,United,1975,1990,3,50+,Otros,Asesinato,desconocidos
1153,"Rice, Stanley",,United,1963,1968,3,5+,Otros,Disparo,menores
1154,"Rich, Darrell Keith",The Hilltop Rapist,United,1978,Unknown,4,4,Violación,Asesinato,mujeres
1155,"Richards, Stephen D.",The Nebraska Fiend,United,1876,1878,9,9+,Otros,Asesinato,menores
1156,"Richmond, Earl",,United,1991,Unknown,4,4,Violación,Asesinato,hombres
1157,"Ridgway, Gary",The Green River Killer,United,1982,1998,49,90+,Otros,Asesinato,desconocidos
1158,"Rifkin, Joel",,United,1989,1993,9,17+,Otros,Asesinato,prostitutas
1159,"Rissell, Montie",,United,1976,1977,5,5,Violación,Asesinato,hombres
1160,"Ritchie, James Dale",The Anchorage Serial Killer,United,2016,Unknown,5,5+,Otros,Asesinato,desconocidos
1161,"Rivera, Reinaldo",,United,1999,2000,4,4,Violación,Asesinato,hombres
1162,"Robbins, Malcolm",,United,1979,1980,4,4+,Otros,Asesinato,menores
1163,"Robinson, Alonzo",,United,1926,1934,2,6,Canibalismo,Asesinato,hombres
1164,"Robinson, Harvey Miguel",,United,1992,1993,3,3,Violación,Asesinato,menores
1165,"Robinson, John Edward",The Internet's first serial killer,United,1984,1999,8,8+,Otros,Asesinato,desconocidos
1166,"Robinson, John Wesley",,United,1896,1913,3,3,Otros,Asesinato,desconocidos
1167,"Robinson, Sarah Jane",The Boston Borgia,United,1881,1886,8,11,Otros,Veneno,personas_vulnerables
1168,"Roche, John Francis",,United,1953,1954,4,6,Otros,Asesinato,hombres
1169,"Rodriguez, Antonio",The Kensington Strangler,United,2010,Unknown,3,3,Violación,Estrangulamiento,hombres
1170,"Rodriguez, Robert Neal",,United,1984,1992,3,3,Otros,Asesinato,desconocidos
1171,"Rogers, Dayton Leroy",The Molalla Forest Killer,United,1983,1987,7,8+,Violación,Asesinato,prostitutas
1172,"Rogers, Glen Edward",,United,1993,1995,4,5,Otros,Asesinato,desconocidos
1173,"Rogers, Richard Westall",The Last Call Killer,United,1992,1993,2,7+,Otros,Asesinato,hombres
1174,"Rolling, Danny",,United,1989,1990,8,8,Otros,Asesinato,no clasificado
1175,"Ross, Michael Bruce",The Roadside Strangler,United,1981,1984,8,8+,Otros,Estrangulamiento,desconocidos
1176,"Roye, Norman",The Dreaded Strangler,United,1953,1954,3,3,Otros,Estrangulamiento,hombres
1177,"Rozier, Robert",,United,1981,1986,4,7,Otros,Asesinato,desconocidos
1178,"Rulloff, Edward H.",The Genius Killer,United,1844,1870,3,5,Otros,Asesinato,hombres
1179,"Rundle, David Allen",,United,1986,Unknown,3,3,Otros,Estrangulamiento,mujeres
1180,"Runge, Paul",,United,1995,1997,7,8+,Otros,Asesinato,hombres
1181,"Russell, George Waterfield",The Charmer,United,1990,Unknown,3,3,Violación,Asesinato,hombres
1182,"Rutterschmidt, Olga",,United,1999,2005,2,2,Otros,Asesinato,desconocidos
1183,"Saenz, Kimberly Clark",,United,2008,Unknown,5,10+,Otros,Asesinato,personas_vulnerables
1184,"Saldivar, Efren",,United,1988,1998,6,50+,Otros,Veneno,personas_vulnerables
1185,"Samartaney, Malik",,United,1991,2019,3,6,Otros,Asesinato,desconocidos
1186,"Sanchez, Altemio",The Bike Path Rapist,United,1990,2006,3,3+,Violación,Asesinato,desconocidos
1187,"Santo, Anthony",mad spells,United,1908,Unknown,3,3,Otros,Asesinato,desconocidos
1188,"Sapp, William",,United,1992,1993,3,3+,Otros,Veneno,menores
1189,"Schaefer, Gerard John",,United,1969,1973,2,34,Otros,Asesinato,hombres
1190,"Schmid, Charles",The Pied Piper of Tucson,United,1964,Unknown,3,4,Otros,Asesinato,menores
1191,"Schmidt, Helmuth",The American Bluebeard,United,1913,1917,1,4+,Otros,Asesinato,hombres
1192,"Seda, Heriberto",,United,1990,1993,3,3,Otros,Asesinato,personas_vulnerables
1193,"Segundo, Juan",,United,1986,1995,4,4+,Violación,Asesinato,mujeres
1194,"Sells, Tommy Lynn",,United,1980,1999,6,22+,Otros,Asesinato,personas_vulnerables
1195,"Seoung, Doeur",,United,1985,1998,4,4,Violación,Estrangulamiento,menores
1196,"Severance, Charles",,United,2003,2014,3,3,Otros,Asesinato,desconocidos
1197,"Sharp, Michael Eugene",,United,1982,Unknown,3,5+,Violación,Asesinato,menores
1198,"Shaw, Sebastian",,United,1991,1992,3,13,Otros,Asesinato,personas_vulnerables
1199,"Shawcross, Arthur",The Genesee River Killer,United,1972,1989,12,14,Otros,Asesinato,desconocidos
1200,"Sherman, Lydia",The Derby Poisoner,United,1863,1877,12,12,Otros,Veneno,menores
1201,"Shermantine, Wesley",The Speed Freak Killers,United,1984,1999,4,19,Otros,Asesinato,desconocidos
1202,"Shore, Anthony Allen",The Tourniquet Killer,United,1986,1995,4,4+,Otros,Asesinato,mujeres
1203,"Shulman, Robert",,United,1991,1996,5,5,Otros,Asesinato,prostitutas
1204,"Siebert, Daniel Lee",,United,1979,1986,10,13,Otros,Asesinato,personas_vulnerables
1205,"Sifuentes, Jose",,United,1998,2003,3,3,Otros,Estrangulamiento,hombres
1206,"Silva, Mauricio",The Monster,United,1978,1984,4,4,Otros,Asesinato,menores
1207,"Silveria Jr., Robert Joseph",The Boxcar Killer,United,1981,1996,9,14+,Otros,Asesinato,desconocidos
1208,"Simmons, Beoria",,United,1981,1983,3,3,Otros,Asesinato,mujeres
1209,"Simon, J.C.X.",The Death Angels,United,1973,1974,15,73+,Otros,Asesinato,desconocidos
1210,"Sims, Ray Dell",,United,1974,1977,5,5+,Violación,Estrangulamiento,mujeres
1211,"Sinclair, Charles T.",The Coin Shop Killer,United,1980,1990,13,13+,Otros,Asesinato,desconocidos
1212,"Singh, Michael",,United,1975,1982,3,3,Otros,Asesinato,desconocidos
1213,"Smallwood, Robert",,United,1999,2006,3,3,Violación,Asesinato,hombres
1214,"Smith, Gayno",,United,1961,1962,6,6,Otros,Asesinato,personas_vulnerables
1215,"Smith, Lemuel",,United,1958,1981,5,6,Otros,Asesinato,desconocidos
1216,"Smith, Mark Alan",,United,1969,1970,4,12+,Otros,Asesinato,hombres
1217,"Smith, William Scott",,United,1981,1984,4,4+,Violación,Estrangulamiento,hombres
1218,"Snyder, Leroy",,United,1969,Unknown,7,7,Otros,Asesinato,desconocidos
1219,"Solomon Jr., Morris",The Sacramento Slayer,United,1986,1987,6,7,Otros,Asesinato,hombres
1220,"Soper, Edward Bates",,United,1880,1897,5,5,Otros,Asesinato,menores
1221,"Southard, Lyda",Flypaper Lyda,United,1915,1920,6,6,Otros,Asesinato,desconocidos
1222,"Sowell, Anthony",The Cleveland Strangler,United,2007,2009,11,11,Otros,Estrangulamiento,desconocidos
1223,"Spangler, Robert",,United,1978,1993,4,4,Otros,Asesinato,personas_vulnerables
